BatteryID,avg_voltage,avg_current,avg_temp,avg_soh,avg_ir
BAT0001,3.65451354,0.917552722,25.888505,100,0.052224335
BAT0002,3.160099603,1.697439796,18.32327821,99.41583684,0.04955297
BAT0003,3.829972082,0.989380877,26.90098926,97.69509735,0.050328574
BAT0004,3.954013844,0.949075061,28.05292873,97.62356247,0.052221889
BAT0005,3.19602534,0.848758988,27.79895224,98.01817913,0.053725956
BAT0006,3.125175705,0.694518467,30.40390363,98.14941776,0.052058474
BAT0007,3.174618579,0.884694592,29.16961077,97.30520643,0.050533656
BAT0008,4.052553074,1.032979623,27.2959004,97.92582556,0.05355467
BAT0009,3.633827114,1.510991312,24.64917144,96.36009041,0.046516043
BAT0010,3.560713195,0.593847263,16.69519533,95.75502453,0.048155531
BAT0011,3.128054183,0.815760409,27.1480911,96.31164206,0.052463268
BAT0012,3.779467208,1.71353546,26.03843844,96.37875183,0.051228217
BAT0013,4.04159951,0.720382885,26.35789419,94.93746519,0.052511027
BAT0014,3.993823043,1.01396772,18.61625712,94.80698941,0.051528815
BAT0015,3.751265651,1.796988383,19.5947173,96.37832308,0.052641891
BAT0016,3.09033446,0.732387967,30.26576427,95.30786451,0.049971194
BAT0017,3.134876433,0.624105253,24.80222423,95.56328496,0.052840972
BAT0018,3.059170785,1.226806993,28.40750349,95.13592949,0.053788829
BAT0019,3.30897506,0.953629267,25.14159188,97.01138033,0.054341101
BAT0020,3.162793761,1.345112547,25.1487807,96.61906275,0.056027109
BAT0021,3.312057648,1.705707336,29.69141903,93.9018364,0.052588197
BAT0022,3.462069667,0.705722732,22.41977636,94.76334982,0.052747822
BAT0023,4.131579341,1.371048627,25.48060388,95.932409,0.049253655
BAT0024,3.732451272,1.258263141,22.68862356,95.66775588,0.051337177
BAT0025,4.001968543,0.716118179,22.82751886,94.99420159,0.052113836
BAT0026,3.852421801,1.435997728,23.45413938,93.73388982,0.054700639
BAT0027,3.135003757,0.910460627,26.11066886,94.11052976,0.051477998
BAT0028,3.883104488,1.231751478,22.60625689,94.23809712,0.05439268
BAT0029,3.330118658,0.623408486,31.27878063,94.84464377,0.052896757
BAT0030,3.766929416,1.189376086,20.52696349,96.35667963,0.052645664
BAT0031,3.409154368,0.959695202,24.06564178,93.84649987,0.053597788
BAT0032,4.197206716,1.733571817,22.80134471,93.38476158,0.052417687
BAT0033,3.316261775,0.58546809,32.23488942,94.15907686,0.052441926
BAT0034,3.334956565,1.127910912,25.98277388,95.30206589,0.049990428
BAT0035,4.116806707,1.187647136,30.1592227,92.66688124,0.053004092
BAT0036,3.029573286,1.587509114,17.57219813,95.71310802,0.052640064
BAT0037,3.836026785,1.361431363,26.33525133,93.86970589,0.052668038
BAT0038,3.870391669,1.500818506,29.44815398,93.16704852,0.054633746
BAT0039,4.003654293,1.665573928,25.41141995,92.30213161,0.055217264
BAT0040,4.169327173,1.79330446,30.32740188,94.43526469,0.054464389
BAT0041,4.170722303,0.970813245,22.41355775,93.73639727,0.05609083
BAT0042,3.078332109,1.307034058,32.0467372,93.79103281,0.055351124
BAT0043,3.986207187,1.760162118,36.49449062,92.52500393,0.053709888
BAT0044,3.77557192,1.984176696,23.1858072,93.29092775,0.053474287
BAT0045,3.776810561,1.834278967,22.77248739,93.08778443,0.055125644
BAT0046,3.154019912,1.057200894,32.26692239,93.30329926,0.055747534
BAT0047,3.7802246,0.792749776,32.89786073,92.69046964,0.057495689
BAT0048,4.178979097,1.234088806,22.38569986,91.93482469,0.057182346
BAT0049,4.094182283,1.612462178,22.89906591,96.09282313,0.053817054
BAT0050,3.526956793,1.238853606,23.59107696,91.96838849,0.054795987
BAT0051,3.047937568,1.224771295,18.27774744,93.56538117,0.056442036
BAT0052,3.434752188,1.757345632,20.40674027,91.46099825,0.057335996
BAT0053,3.991668374,1.042105669,19.97929617,91.26146115,0.057177939
BAT0054,3.841798922,1.789692012,21.16101217,93.20380297,0.055272244
BAT0055,3.551212387,1.110207201,24.82657556,93.22127709,0.052991955
BAT0056,3.066121842,0.992349659,26.17107366,94.24001967,0.053602127
BAT0057,3.512273673,1.180984867,32.75250246,93.17469577,0.056245267
BAT0058,3.562829928,1.643670438,20.0082298,92.78146658,0.056484451
BAT0059,4.114266639,0.689003042,29.92161199,91.8267656,0.053702641
BAT0060,3.769303324,0.794628824,23.93005578,94.33290139,0.056089139
BAT0061,3.3739835,1.927167238,24.75268145,93.58164274,0.057362449
BAT0062,3.630381917,0.763237441,28.37409746,91.39937748,0.053897547
BAT0063,3.079266369,1.351590977,19.38638989,92.75387178,0.058509994
BAT0064,4.167081883,1.3689717,26.91204873,92.65731256,0.055644938
BAT0065,3.432071882,1.234436693,25.83226104,92.15257085,0.059015226
BAT0066,3.573440826,1.467117873,27.46225632,93.16442394,0.055533095
BAT0067,3.426340769,0.844740089,26.44584322,93.25738269,0.054646749
BAT0068,3.819014076,1.328993402,37.2765007,91.92091997,0.055883726
BAT0069,3.79467859,1.058259883,21.81130008,92.11798473,0.056709704
BAT0070,3.858386773,1.492500889,22.34501522,93.79505349,0.05622304
BAT0071,3.321771876,0.711835315,21.88429737,93.26781528,0.056667997
BAT0072,3.378802177,1.356316125,22.2226144,92.28797659,0.05786793
BAT0073,3.150301477,0.777905533,21.81306436,90.60454035,0.056957641
BAT0074,3.786611966,0.917964595,30.94508266,92.33344462,0.057267775
BAT0075,3.047756553,0.8280647,32.10252124,92.62594448,0.054081547
BAT0076,3.717218803,0.77425667,22.14626853,89.33064831,0.058383396
BAT0077,4.043635062,1.738566427,20.83822213,92.2197943,0.057521593
BAT0078,4.068998578,0.928561351,27.35707778,91.45509748,0.061020586
BAT0079,3.538845312,1.890685673,22.23888478,91.61053864,0.05602087
BAT0080,3.551164426,1.954889788,28.16465909,90.75273366,0.054383409
BAT0081,3.09236302,1.356890705,26.0146151,91.56858423,0.059336137
BAT0082,3.804918031,0.714501684,17.42127943,93.2989245,0.058893054
BAT0083,3.985511304,1.061822365,32.73752601,91.07372218,0.056283134
BAT0084,3.293586066,1.696598395,33.97938837,92.35181061,0.055340502
BAT0085,3.505561058,1.051086093,21.93605655,90.83993701,0.061574793
BAT0086,4.006607204,0.630525827,23.0614922,92.37936293,0.061428221
BAT0087,4.052544561,1.335177366,26.42932695,91.43940577,0.053725086
BAT0088,3.291815976,1.767681277,26.67228395,91.69680011,0.057883554
BAT0089,3.660684761,1.693889581,28.29272136,91.28219996,0.062228384
BAT0090,3.230991781,0.76268471,35.05102269,91.83008983,0.058047875
BAT0091,3.122254517,1.509146922,24.11526386,88.72057073,0.058118776
BAT0092,4.093344602,0.830756395,21.00851378,89.95408232,0.058634481
BAT0093,3.984609005,0.827311302,18.10340386,91.80536469,0.057058206
BAT0094,3.912041882,1.81110766,21.3453498,89.13760602,0.055990449
BAT0095,3.058519583,0.874503429,24.83436514,90.63066865,0.061605095
BAT0096,4.012474551,0.89487102,33.97278932,90.87847019,0.055914126
BAT0097,3.525652891,0.500980086,22.4119435,90.331784,0.060194543
BAT0098,3.410874148,1.806003551,26.11893976,90.22036454,0.061573159
BAT0099,3.655771633,1.68889222,24.91788552,91.17601868,0.056997547
BAT0100,3.109623891,1.440993403,30.94196637,91.77494957,0.058151463
BAT0101,3.907975859,1.625398646,37.63466213,89.61194964,0.062526358
BAT0102,3.698922092,0.728072851,22.34565614,90.34801882,0.061265783
BAT0103,3.223908116,1.187485392,22.55280279,90.09902116,0.059065429
BAT0104,3.22587864,1.026829081,30.22080439,88.22901892,0.062804498
BAT0105,3.221098382,0.640664789,28.40945745,90.8244841,0.062913071
BAT0106,3.068402865,1.229195728,34.23353663,91.39980274,0.061138105
BAT0107,3.705358139,1.881109476,27.91964093,91.50057701,0.05889968
BAT0108,4.008417813,0.560088679,23.20353955,89.79746659,0.059973103
BAT0109,3.020997857,0.93719137,27.95327415,89.24181575,0.061472773
BAT0110,3.058805574,0.811311404,30.5435179,90.43399698,0.06062281
BAT0111,3.687324332,0.85721998,29.10241091,91.2240977,0.062977914
BAT0112,3.983394822,1.862651828,27.53637016,90.43875827,0.058140452
BAT0113,3.392086669,1.202103581,30.33337345,90.54173642,0.058311473
BAT0114,3.419537279,1.199449119,30.84647795,91.3427765,0.061761742
BAT0115,3.715615797,1.640863464,31.91079496,89.35499115,0.060516911
BAT0116,3.329055467,0.731738306,28.24354944,89.99712274,0.060345903
BAT0117,3.031930039,1.230898031,24.1644096,91.84216895,0.058163887
BAT0118,3.882274222,1.144977821,25.73356843,89.94685943,0.061839092
BAT0119,3.750779896,1.395366036,31.03254483,88.70430642,0.06179449
BAT0120,3.696907199,1.999336555,20.91532165,89.40331724,0.063306958
BAT0121,3.890020955,1.654173341,26.84336654,89.0096213,0.062237812
BAT0122,3.810277005,1.096798555,23.03330594,90.39616321,0.061934792
BAT0123,3.247058386,1.741329578,25.14372411,88.9957399,0.064654001
BAT0124,3.422977256,0.756062545,31.39225931,90.09571045,0.059775065
BAT0125,3.15133217,0.545695529,25.95549534,89.17790046,0.063572778
BAT0126,3.155828416,0.806672559,25.23218274,87.73855606,0.059257706
BAT0127,3.811434896,1.010617334,18.2007193,90.24847111,0.061023276
BAT0128,4.030320128,1.265871136,28.73126783,89.81394088,0.060374686
BAT0129,4.155279101,1.422693711,28.22742091,90.13747099,0.064463885
BAT0130,3.754016541,1.865908576,35.81627362,88.71054654,0.06286918
BAT0131,3.220921588,1.264781014,23.46110883,88.87120113,0.063072994
BAT0132,3.126780415,1.251913467,26.09575164,89.96087766,0.060986534
BAT0133,3.975421166,0.575364515,26.24691842,91.10320761,0.062700613
BAT0134,3.694507772,0.552367329,32.8872664,89.42506774,0.061873069
BAT0135,3.741942025,1.326739943,24.52352234,89.88861357,0.06426691
BAT0136,3.937754507,1.15726792,26.39510763,89.08231854,0.061617818
BAT0137,3.843932673,1.758770592,28.03948255,87.72767028,0.066359589
BAT0138,4.001349903,0.741019377,25.93304562,90.34313551,0.060448839
BAT0139,3.067456687,0.537457493,22.76783193,90.32835031,0.06228696
BAT0140,3.897024764,1.173558152,25.97044996,89.96368431,0.067354401
BAT0141,4.021023309,0.856217835,30.36815875,88.97544751,0.063229723
BAT0142,3.343362051,0.57442156,19.8674235,89.95341144,0.061570243
BAT0143,3.768536729,1.58689743,25.66484837,89.99375344,0.064738143
BAT0144,3.376994477,0.6673895,21.49939593,90.85630601,0.063449216
BAT0145,4.14956528,1.41247925,30.97523314,89.92160611,0.062828259
BAT0146,3.040108287,0.921574625,17.38406548,89.27883517,0.062408258
BAT0147,3.695751413,0.760244076,22.20539076,87.78754825,0.070236747
BAT0148,3.199804256,1.069627284,26.88605938,89.08804917,0.064296896
BAT0149,3.854664246,1.702168664,32.82762015,88.96808324,0.061048865
BAT0150,3.21106834,1.088140365,24.67124869,89.60632467,0.06798742
BAT0151,3.282459914,1.626154474,22.22400237,90.20764676,0.066322142
BAT0152,3.593244973,0.688229445,34.40578535,88.57013467,0.063667067
BAT0153,4.09780194,1.659157129,17.7599305,90.96352633,0.063433762
BAT0154,3.254057247,0.855399987,14.00597022,87.22019215,0.066746946
BAT0155,3.173088025,1.516089695,27.20007225,89.03040989,0.065006163
BAT0156,3.910772198,1.348672332,22.48972888,87.88509015,0.061748044
BAT0157,3.600743439,1.893717076,19.89383591,86.73544922,0.06927448
BAT0158,4.094142135,1.080983777,28.54178224,88.31091124,0.064932019
BAT0159,3.175937469,0.599247783,26.21900357,87.11189412,0.068891143
BAT0160,3.775113472,0.528733228,22.17960685,88.45728174,0.06855687
BAT0161,3.279454975,1.740287841,18.59847801,88.56580017,0.064097981
BAT0162,3.188112514,1.287103456,29.36228664,89.4415189,0.06826638
BAT0163,3.820115298,1.662866078,28.25100589,86.76199553,0.064997115
BAT0164,3.712421544,0.8516384,24.50412068,89.29608903,0.062666599
BAT0165,3.90579295,1.017625618,34.23318498,88.23659536,0.065650804
BAT0166,3.371355092,0.545155808,19.64957617,89.46838202,0.067395275
BAT0167,3.537565988,1.942238487,17.37237415,87.87576343,0.065774527
BAT0168,3.486566012,1.50180186,21.54045965,86.89814454,0.066185903
BAT0169,4.180907357,1.899807632,24.77206992,86.87069566,0.069187132
BAT0170,3.350698748,0.898244611,26.21669725,86.82993545,0.067212988
BAT0171,3.353780686,1.417195417,23.79381971,88.55844868,0.065413403
BAT0172,3.425457851,1.517749952,26.76027698,89.45054557,0.068604061
BAT0173,3.677512898,0.97632455,18.74230288,87.58559162,0.067695351
BAT0174,3.302787293,1.772163853,32.21882302,88.39302514,0.06235679
BAT0175,4.098347928,1.920742194,24.58924411,86.34068552,0.068356706
BAT0176,3.318822678,1.827282677,30.58647916,87.89639653,0.068383657
BAT0177,4.074978878,1.608600464,26.71362673,88.44655162,0.067740242
BAT0178,3.124170076,0.91619702,27.2837661,86.35033176,0.069583401
BAT0179,3.787875243,0.922424063,27.8488364,87.54531998,0.066555213
BAT0180,4.088382622,1.945040481,27.2385428,88.33777646,0.068673
BAT0181,3.202499326,0.515426744,28.2136138,84.77430041,0.064966081
BAT0182,4.161992352,1.57407496,31.64576265,88.83180783,0.069014181
BAT0183,3.543460032,1.559369244,25.98260585,87.92759864,0.072206119
BAT0184,4.13485813,1.434034311,28.54501879,88.2148018,0.066410287
BAT0185,3.812184052,1.985163269,24.55132153,87.073024,0.066980396
BAT0186,3.361904244,0.967819154,32.20058608,85.67471604,0.067179969
BAT0187,3.22596303,1.009957796,21.61803849,88.1019223,0.068959996
BAT0188,3.364482055,0.618409104,34.00470216,87.23971157,0.066673927
BAT0189,3.111620891,1.164197205,24.79921025,87.44700616,0.069742495
BAT0190,3.17264156,0.891572789,17.84612449,88.63191607,0.07069368
BAT0191,3.125592528,1.015080053,25.64052207,88.10126457,0.070168694
BAT0192,3.507532252,1.751857685,21.59474171,89.23084193,0.065663169
BAT0193,3.954694052,1.90322677,29.20321774,87.25935361,0.071290335
BAT0194,3.169660265,0.778599608,21.7368801,86.63931266,0.071274735
BAT0195,3.15638452,1.058763397,22.76908283,87.05671867,0.071160323
BAT0196,3.772114739,1.892945843,15.55229635,87.68502146,0.070345684
BAT0197,3.236619578,0.592712691,22.7384684,88.23485347,0.070140379
BAT0198,3.117132046,0.638540792,12.88060337,85.90791004,0.071864779
BAT0199,3.200218294,0.744186484,17.08048588,87.25232515,0.073747027
BAT0200,4.108477675,1.392819251,28.80207328,88.51747283,0.068093919
BAT0201,3.985765503,0.725708407,28.92900079,86.69536605,0.072256251
BAT0202,3.424877475,1.952114572,27.12728781,87.74348388,0.070027566
BAT0203,3.786984921,1.170071791,20.16511928,87.48657258,0.070040654
BAT0204,3.644730808,1.252276941,24.76144322,87.81273567,0.067326939
BAT0205,3.812549116,0.869987924,24.9819873,86.04453084,0.069930421
BAT0206,3.819205383,1.206440379,19.20817655,86.09434998,0.06860547
BAT0207,3.754480818,1.492870449,32.51699151,86.58886424,0.069772291
BAT0208,3.319321642,1.626765705,29.38681145,85.04927505,0.068603627
BAT0209,3.046807705,1.630802124,23.89517913,86.38490576,0.070002183
BAT0210,3.546680138,1.366836669,25.13442919,86.87288493,0.070187779
BAT0211,4.069168662,1.856539662,26.04191404,88.30130379,0.07129351
BAT0212,3.68339671,1.726111771,14.79132566,87.12125011,0.0679705
BAT0213,3.99886925,1.635572172,23.76411309,87.13719678,0.068408964
BAT0214,4.189949212,0.583408283,21.59007876,87.78900814,0.072123829
BAT0215,3.196339445,0.510316943,19.99189995,85.66304277,0.069905124
BAT0216,3.830133167,0.818670916,23.59449854,86.32365389,0.07374906
BAT0217,3.809152288,1.495285391,33.98843263,88.60256052,0.072150539
BAT0218,4.175946537,1.116796233,28.20421431,86.21553817,0.073013524
BAT0219,4.182720881,1.103609389,22.14410505,87.49761862,0.074721385
BAT0220,3.824014334,1.826880332,27.86291391,87.12225626,0.071380578
BAT0221,3.29233775,1.843344272,31.99677718,84.56014174,0.070951027
BAT0222,3.958267006,1.863762896,29.62316841,86.35825247,0.073943405
BAT0223,3.128434961,0.970817115,25.29815185,86.33442945,0.073319027
BAT0224,3.936839165,1.536583719,21.76531611,86.49586091,0.072025339
BAT0225,4.092235349,0.907449772,28.49111657,85.30435311,0.075282916
BAT0226,3.459400074,0.78591475,26.96742693,84.94836521,0.072175511
BAT0227,3.756762354,0.776948686,29.4759661,85.50421791,0.072765547
BAT0228,3.516171279,1.013161431,28.17585901,85.84905646,0.072842445
BAT0229,3.525318066,1.14493643,30.24776358,87.04148807,0.071030812
BAT0230,3.372445067,1.746423757,22.32382394,87.73643713,0.073155171
BAT0231,3.914555545,0.67983664,31.58697033,87.20143723,0.07589352
BAT0232,4.123411877,1.602388771,25.98799802,86.64909055,0.074089937
BAT0233,4.128901031,1.297182371,35.37630436,84.59168555,0.073362127
BAT0234,3.209737542,0.931918014,21.55406091,85.46449092,0.073076465
BAT0235,4.04969238,1.239229377,33.67981902,85.77448066,0.074161734
BAT0236,3.88491773,0.949913105,25.98955392,85.07928992,0.075099533
BAT0237,3.303404881,1.394122933,21.74290998,86.29390736,0.074918478
BAT0238,3.080741536,1.150765884,22.58057083,86.40925437,0.07313627
BAT0239,3.32159672,0.746608294,23.39826346,86.21362734,0.074549563
BAT0240,4.094649884,0.674874612,27.12082973,86.59972387,0.074959879
BAT0241,3.75981441,1.320043523,27.61417744,84.5601668,0.07208561
BAT0242,3.865265593,1.85361955,22.13149998,86.41845772,0.074536461
BAT0243,3.308582821,1.01593653,24.87822704,84.78341466,0.069977392
BAT0244,3.863265787,1.599500161,35.71135179,84.22772473,0.075365067
BAT0245,3.033745808,1.487992032,33.63771585,85.7180417,0.075820686
BAT0246,3.450385615,1.897332371,27.18161835,86.45465014,0.076095092
BAT0247,3.752104018,1.731471526,25.19001739,85.74789282,0.073909906
BAT0248,3.175315879,1.349907888,25.60015663,85.27534298,0.075418094
BAT0249,3.987604289,1.485545747,28.06758986,85.46650759,0.077747908
BAT0250,3.282037559,1.8475797,19.88603717,85.38495665,0.077827539
BAT0251,3.782737335,1.099278177,23.71311731,84.08563657,0.075041655
BAT0252,3.486236571,0.990192059,16.65707963,84.0857866,0.075478639
BAT0253,3.715252315,0.516216625,26.99611561,85.05500815,0.077521822
BAT0254,3.128940663,1.739826611,28.2359797,85.03136343,0.072398396
BAT0255,3.02029536,1.701471051,22.58406769,85.04456385,0.074853849
BAT0256,4.091477313,0.656681777,32.86993382,85.57296585,0.078271141
BAT0257,3.323556011,1.365286072,18.87117168,84.85539341,0.077650401
BAT0258,3.983612403,1.195972547,17.6781256,85.63955242,0.076538528
BAT0259,4.199220361,0.678063643,26.12225909,84.77982514,0.072888335
BAT0260,3.25371751,1.970852341,30.23549151,86.50117726,0.07590018
BAT0261,3.318204889,0.822043831,33.41963846,84.77469916,0.074920169
BAT0262,3.795431745,0.60085127,22.70557869,87.23609688,0.076862078
BAT0263,4.158538362,1.392271069,30.39340417,84.97949478,0.074681307
BAT0264,4.098977218,1.608300016,24.80745765,84.46894834,0.074348553
BAT0265,3.603450624,0.548665169,24.1368635,83.86759791,0.072370269
BAT0266,3.954132339,1.488076458,29.41829969,83.08965107,0.079043609
BAT0267,3.162895024,1.298437814,28.26161439,83.548277,0.075900459
BAT0268,4.172925821,0.654897513,17.11803922,83.91243888,0.077114292
BAT0269,4.157223881,0.758785815,32.38270175,84.83630169,0.076895524
BAT0270,3.196474749,1.351961446,31.90045677,83.83078024,0.074865132
BAT0271,3.35930775,0.94453642,21.87218649,84.75033509,0.07458187
BAT0272,3.120185997,1.907473593,26.97901767,85.61212836,0.07518937
BAT0273,3.326061119,1.728110344,27.47015093,84.21564526,0.075853663
BAT0274,3.979146947,1.97535081,26.30336883,86.34642938,0.078133212
BAT0275,3.453978729,0.889506258,22.24847423,83.24636892,0.075908565
BAT0276,3.106076361,1.954585449,21.64188316,84.14246239,0.081092981
BAT0277,3.41067063,1.146850805,24.87222965,83.73515884,0.079754302
BAT0278,4.177660001,1.021278193,30.8636451,85.06898363,0.079416719
BAT0279,3.755620314,0.57552429,27.71800077,81.96546688,0.077660682
BAT0280,3.499393136,0.579147887,23.14692834,82.8185123,0.081028561
BAT0281,3.199846216,1.538016884,28.85849355,83.90948921,0.077663989
BAT0282,4.183412157,1.186893492,10.7572869,85.93069342,0.078137477
BAT0283,3.985018811,0.839782439,30.7438285,84.20549742,0.078639949
